Quarter,State,Total_Crashes,Num_Injured,Num_Killed,Total_Vehicles_Involved,SPV,DAD,PWR,FTQ,Other_Factors,Quarter_Num,Year,Quarter_Date,Total_Casualties,Casualty_Rate,Fatality_Rate,Vehicles_per_Crash,Total_Factors,SPV_Prop,DAD_Prop,PWR_Prop,FTQ_Prop,Other_Factors_Prop,Quarter_Sin,Quarter_Cos,Severe_Crash,High_Casualty,State_Encoded,State_Adamawa,State_Akwa Ibom,State_Anambra,State_Bauchi,State_Bayelsa,State_Benue,State_Borno,State_Cross River,State_Delta,State_Ebonyi,State_Edo,State_Ekiti,State_Enugu,State_FCT,State_Gombe,State_Imo,State_Jigawa,State_Kaduna,State_Kano,State_Katsina,State_Kebbi,State_Kogi,State_Kwara,State_Lagos,State_Nasarawa,State_Niger,State_Ogun,State_Ondo,State_Osun,State_Oyo,State_Plateau,State_Rivers,State_Sokoto,State_Taraba,State_Yobe,State_Zamfara,Region,Region_Encoded,Region_North East,Region_North West,Region_South East,Region_South South,Region_South West
Q4 2020,Nasarawa,200,513,65,271,114,0,0,0,157,4,2020,2020-12-01,578,2.132841328413284,0.11245674740484429,1.355,271,0.42066420664206644,0.0,0.0,0.0,0.5793357933579336,-2.4492935982947064e-16,1.0,1,1,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,North Central,0,False,False,False,False,False
Q4 2020,Niger,110,347,91,126,102,0,0,0,24,4,2020,2020-12-01,438,3.4761904761904763,0.20776255707762556,1.1454545454545455,126,0.8095238095238095,0.0,0.0,0.0,0.19047619047619047,-2.4492935982947064e-16,1.0,1,1,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,North Central,0,False,False,False,False,False
Q4 2020,Ogun,279,548,83,377,254,0,0,0,123,4,2020,2020-12-01,631,1.6737400530503979,0.13153724247226625,1.3512544802867383,377,0.6737400530503979,0.0,0.0,0.0,0.32625994694960214,-2.4492935982947064e-16,1.0,1,1,27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,South West,5,False,False,False,False,True
Q4 2020,Ondo,114,320,84,155,107,0,0,1,47,4,2020,2020-12-01,404,2.606451612903226,0.2079207920792079,1.3596491228070176,155,0.6903225806451613,0.0,0.0,0.0064516129032258064,0.3032258064516129,-2.4492935982947064e-16,1.0,1,1,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,South West,5,False,False,False,False,True
Q4 2020,Osun,109,292,52,143,93,0,0,0,50,4,2020,2020-12-01,344,2.4055944055944054,0.1511627906976744,1.311926605504587,143,0.6503496503496503,0.0,0.0,0.0,0.34965034965034963,-2.4492935982947064e-16,1.0,1,1,29,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,South West,5,False,False,False,False,True
Q4 2020,Oyo,155,385,68,209,128,0,0,4,77,4,2020,2020-12-01,453,2.1674641148325358,0.15011037527593818,1.3483870967741935,209,0.6124401913875598,0.0,0.0,0.019138755980861243,0.3684210526315789,-2.4492935982947064e-16,1.0,1,1,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,South West,5,False,False,False,False,True
Q4 2020,Plateau,45,123,17,48,18,2,0,0,28,4,2020,2020-12-01,140,2.9166666666666665,0.12142857142857143,1.0666666666666667,48,0.375,0.041666666666666664,0.0,0.0,0.5833333333333334,-2.4492935982947064e-16,1.0,1,0,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,North Central,0,False,False,False,False,False
Q4 2020,Rivers,25,77,6,29,19,0,0,0,10,4,2020,2020-12-01,83,2.8620689655172415,0.07228915662650602,1.16,29,0.6551724137931034,0.0,0.0,0.0,0.3448275862068966,-2.4492935982947064e-16,1.0,1,0,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,South South,4,False,False,False,True,False
Q4 2020,Sokoto,32,138,47,60,49,0,0,0,11,4,2020,2020-12-01,185,3.0833333333333335,0.25405405405405407,1.875,60,0.8166666666666667,0.0,0.0,0.0,0.18333333333333332,-2.4492935982947064e-16,1.0,1,0,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,North West,2,False,True,False,False,False
Q4 2020,Taraba,59,149,7,92,57,0,0,0,35,4,2020,2020-12-01,156,1.6956521739130435,0.04487179487179487,1.5593220338983051,92,0.6195652173913043,0.0,0.0,0.0,0.3804347826086957,-2.4492935982947064e-16,1.0,1,0,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,North East,1,True,False,False,False,False
Q4 2020,Yobe,56,383,60,53,28,0,0,0,25,4,2020,2020-12-01,443,8.358490566037736,0.13544018058690746,0.9464285714285714,53,0.5283018867924528,0.0,0.0,0.0,0.4716981132075472,-2.4492935982947064e-16,1.0,1,1,35,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,North East,1,True,False,False,False,False
Q4 2020,Zamfara,55,252,40,72,40,0,0,0,32,4,2020,2020-12-01,292,4.055555555555555,0.136986301369863,1.309090909090909,72,0.5555555555555556,0.0,0.0,0.0,0.4444444444444444,-2.4492935982947064e-16,1.0,1,1,36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,North West,2,False,True,False,False,False
Q1 2021,Abia,44,119,35,36,7,0,0,0,29,1,2021,2021-03-01,154,4.277777777777778,0.22727272727272727,0.8181818181818182,36,0.19444444444444445,0.0,0.0,0.0,0.8055555555555556,1.0,6.123233995736766e-17,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South East,3,False,False,True,False,False
Q1 2021,Adamawa,84,251,21,110,60,0,0,0,50,1,2021,2021-03-01,272,2.4727272727272727,0.07720588235294118,1.3095238095238095,110,0.5454545454545454,0.0,0.0,0.0,0.45454545454545453,1.0,6.123233995736766e-17,1,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North East,1,True,False,False,False,False
Q1 2021,Akwa Ibom,22,35,12,24,15,0,0,0,9,1,2021,2021-03-01,47,1.9583333333333333,0.2553191489361702,1.0909090909090908,24,0.625,0.0,0.0,0.0,0.375,1.0,6.123233995736766e-17,1,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South South,4,False,False,False,True,False
Q1 2021,Anambra,80,147,9,109,59,0,0,0,50,1,2021,2021-03-01,156,1.4311926605504588,0.057692307692307696,1.3625,109,0.5412844036697247,0.0,0.0,0.0,0.45871559633027525,1.0,6.123233995736766e-17,1,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South East,3,False,False,True,False,False
Q1 2021,Bauchi,131,634,115,153,77,0,0,0,76,1,2021,2021-03-01,749,4.895424836601308,0.15353805073431243,1.16793893129771,153,0.5032679738562091,0.0,0.0,0.0,0.49673202614379086,1.0,6.123233995736766e-17,1,1,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North East,1,True,False,False,False,False
Q1 2021,Bayelsa,7,15,0,9,7,0,1,0,1,1,2021,2021-03-01,15,1.6666666666666667,0.0,1.2857142857142858,9,0.7777777777777778,0.0,0.1111111111111111,0.0,0.1111111111111111,1.0,6.123233995736766e-17,0,0,5,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South South,4,False,False,False,True,False
Q1 2021,Benue,52,123,15,54,46,0,0,0,8,1,2021,2021-03-01,138,2.5555555555555554,0.10869565217391304,1.0384615384615385,54,0.8518518518518519,0.0,0.0,0.0,0.14814814814814814,1.0,6.123233995736766e-17,1,0,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Central,0,False,False,False,False,False
Q1 2021,Borno,31,78,24,46,31,0,0,0,15,1,2021,2021-03-01,102,2.217391304347826,0.23529411764705882,1.4838709677419355,46,0.6739130434782609,0.0,0.0,0.0,0.32608695652173914,1.0,6.123233995736766e-17,1,0,7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North East,1,True,False,False,False,False
Q1 2021,Cross River,25,50,30,31,17,0,0,0,14,1,2021,2021-03-01,80,2.5806451612903225,0.375,1.24,31,0.5483870967741935,0.0,0.0,0.0,0.45161290322580644,1.0,6.123233995736766e-17,1,0,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South South,4,False,False,False,True,False
Q1 2021,Delta,71,196,51,108,68,0,0,0,40,1,2021,2021-03-01,247,2.287037037037037,0.20647773279352227,1.5211267605633803,108,0.6296296296296297,0.0,0.0,0.0,0.37037037037037035,1.0,6.123233995736766e-17,1,1,9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South South,4,False,False,False,True,False
Q1 2021,Ebonyi,31,121,27,32,13,0,0,0,19,1,2021,2021-03-01,148,4.625,0.18243243243243243,1.032258064516129,32,0.40625,0.0,0.0,0.0,0.59375,1.0,6.123233995736766e-17,1,0,10,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South East,3,False,False,True,False,False
Q1 2021,Edo,56,140,51,89,68,0,0,0,21,1,2021,2021-03-01,191,2.146067415730337,0.2670157068062827,1.5892857142857142,89,0.7640449438202247,0.0,0.0,0.0,0.23595505617977527,1.0,6.123233995736766e-17,1,0,11,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South South,4,False,False,False,True,False
Q1 2021,Ekiti,31,101,13,41,29,1,0,0,11,1,2021,2021-03-01,114,2.7804878048780486,0.11403508771929824,1.3225806451612903,41,0.7073170731707317,0.024390243902439025,0.0,0.0,0.2682926829268293,1.0,6.123233995736766e-17,1,0,12,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South West,5,False,False,False,False,True
Q1 2021,Enugu,66,222,37,75,3,0,0,0,72,1,2021,2021-03-01,259,3.453333333333333,0.14285714285714285,1.1363636363636365,75,0.04,0.0,0.0,0.0,0.96,1.0,6.123233995736766e-17,1,1,13,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South East,3,False,False,True,False,False
Q1 2021,FCT,278,518,56,400,158,1,0,0,241,1,2021,2021-03-01,574,1.435,0.0975609756097561,1.4388489208633093,400,0.395,0.0025,0.0,0.0,0.6025,1.0,6.123233995736766e-17,1,1,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Central,0,False,False,False,False,False
Q1 2021,Gombe,72,232,31,82,33,0,0,0,49,1,2021,2021-03-01,263,3.207317073170732,0.11787072243346007,1.1388888888888888,82,0.4024390243902439,0.0,0.0,0.0,0.5975609756097561,1.0,6.123233995736766e-17,1,1,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North East,1,True,False,False,False,False
Q1 2021,Imo,16,71,17,16,5,0,0,0,11,1,2021,2021-03-01,88,5.5,0.19318181818181818,1.0,16,0.3125,0.0,0.0,0.0,0.6875,1.0,6.123233995736766e-17,1,0,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,South East,3,False,False,True,False,False
Q1 2021,Jigawa,67,264,35,132,82,0,0,1,49,1,2021,2021-03-01,299,2.265151515151515,0.11705685618729098,1.9701492537313432,132,0.6212121212121212,0.0,0.0,0.007575757575757576,0.3712121212121212,1.0,6.123233995736766e-17,1,1,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,2,False,True,False,False,False
Q1 2021,Kaduna,256,1149,196,368,211,0,0,7,150,1,2021,2021-03-01,1345,3.654891304347826,0.14572490706319702,1.4375,368,0.5733695652173914,0.0,0.0,0.019021739130434784,0.4076086956521739,1.0,6.123233995736766e-17,1,1,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,2,False,True,False,False,False
Q1 2021,Kano,137,604,100,184,110,0,0,3,71,1,2021,2021-03-01,704,3.8260869565217392,0.14204545454545456,1.3430656934306568,184,0.5978260869565217,0.0,0.0,0.016304347826086956,0.3858695652173913,1.0,6.123233995736766e-17,1,1,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,2,False,True,False,False,False
Q1 2021,Katsina,71,287,29,93,74,0,0,0,19,1,2021,2021-03-01,316,3.3978494623655915,0.09177215189873418,1.3098591549295775,93,0.7956989247311828,0.0,0.0,0.0,0.20430107526881722,1.0,6.123233995736766e-17,1,1,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,2,False,True,False,False,False
Q1 2021,Kebbi,44,139,21,47,38,0,0,0,9,1,2021,2021-03-01,160,3.404255319148936,0.13125,1.0681818181818181,47,0.8085106382978723,0.0,0.0,0.0,0.19148936170212766,1.0,6.123233995736766e-17,1,0,21,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North West,2,False,True,False,False,False
Q1 2021,Kogi,143,425,94,216,105,1,0,0,110,1,2021,2021-03-01,519,2.4027777777777777,0.1811175337186898,1.5104895104895104,216,0.4861111111111111,0.004629629629629629,0.0,0.0,0.5092592592592593,1.0,6.123233995736766e-17,1,1,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,North Central,0,False,False,False,False,False
Q1 2021,Kwara,100,369,69,163,91,0,0,0,72,1,2021,2021-03-01,438,2.687116564417178,0.15753424657534246,1.63,163,0.558282208588957,0.0,0.0,0.0,0.44171779141104295,1.0,6.123233995736766e-17,1,1,23,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,North Central,0,False,False,False,False,False
